acc_x,acc_y,acc_z,label
0.946105236,-9.646134704,0.052172776,BSC
1.169610642,-9.352819845,0.054532758,BSC
0.960558039,-9.664200684,0.055785975,BSC
1.124443033,-9.758923791,0.059281766,BSC
0.947284449,-9.85289525,0.059919044,BSC
1.052683851,-9.710117035,0.061101819,BSC
1.122441613,-9.720459,0.068992863,BSC
1.109802763,-9.740623454,0.070261977,BSC
1.05942048,-9.716853805,0.07120677,BSC
1.142563519,-9.740015783,0.072078448,BSC
1.143760984,-9.798524918,0.072609954,BSC
0.942962786,-9.844252193,0.072884044,BSC
1.126487861,-9.720459,0.073039114,BSC
1.128070803,-9.725515374,0.074622057,BSC
1.12973706,-9.720459,0.076288314,BSC
1.093421939,-9.728058243,0.076614454,BSC
1.074520014,-9.723332663,0.076614454,BSC
0.965085367,-9.676919358,0.077010054,BSC
1.188357002,-9.296580717,0.082652243,BSC
0.938781317,-9.835889518,0.085428459,BSC
1.1426677,-9.735246842,0.089218961,BSC
1.139401153,-9.725128074,0.090621396,BSC
1.1971009,-9.240732294,0.095768064,BSC
1.1971009,-9.182922984,0.095768064,BSC
0.942399035,-9.816021076,0.097807222,BSC
1.1492168,-9.759954952,0.09802829,BSC
1.14806748,-9.820057402,0.098448957,BSC
1.1492168,-9.798804682,0.102344944,BSC
1.147580859,-9.729218012,0.102890966,BSC
1.1971009,-9.143840948,0.109831146,BSC
0.946438005,-9.795826223,0.109924143,BSC
0.961021691,-9.685046879,0.113583162,BSC
0.956142966,-9.795535403,0.11492168,BSC
0.951117889,-9.790510772,0.11492168,BSC
0.952066699,-9.794266241,0.120535672,BSC
0.942991343,-9.789728954,0.129611014,BSC
0.942083442,-9.769715086,0.135853491,BSC
0.949266239,-9.733801193,0.139444881,BSC
0.956347589,-9.698394539,0.142985546,BSC
1.1971009,-9.138819876,0.144977948,BSC
1.183764256,-9.14579916,0.172331886,BSC
1.158200642,-9.164058857,0.190591594,BSC
1.126229479,-9.187443058,0.215071148,BSC
1.099820131,-9.210079721,0.24525328,BSC
1.067935914,-9.237409145,0.281692409,BSC
0.800251528,-9.129581125,0.31852685,BSC
1.034122296,-9.263295525,0.319820397,BSC
0.828746683,-9.153327075,0.32327605,BSC
0.778500061,-9.13751423,0.331896845,BSC
0.851633921,-9.187191304,0.341142562,BSC
1.001774829,-9.287556178,0.356211275,BSC
0.767020736,-9.17195204,0.358681886,BSC
0.868855413,-9.230245033,0.37128019,BSC
0.919545135,-9.267185284,0.379822766,BSC
0.975824901,-9.320251536,0.384081651,BSC
0.945870026,-9.273286095,0.386712814,BSC
0.889799302,-9.262227546,0.389738046,BSC
0.754471423,-9.209599743,0.391457377,BSC
0.955997034,-9.359907529,0.403909502,BSC
0.749505056,-9.224498638,0.411322866,BSC
0.826926474,-9.343951772,0.4213795,BSC
0.794552889,-9.298628361,0.4213795,BSC
0.76237254,-9.253575482,0.4213795,BSC
0.93430408,-9.386733761,0.422842513,BSC
0.968042764,-9.282154904,0.426623734,BSC
0.842759,-9.370906347,0.428562816,BSC
0.910250119,-9.405976833,0.442085711,BSC
0.842759,-9.38032158,0.442685753,BSC
0.884756162,-9.406269267,0.45010993,BSC
0.856388118,-9.392085457,0.45010993,BSC
0.992424283,-9.28890067,0.472314412,BSC
-3.563589454,4.287875935,0.542835843,BSC
1.032395637,-9.284903455,0.556254238,BSC
1.069601237,-9.281182821,0.634385982,BSC
-3.500661074,4.378772452,0.665196536,BSC
-3.69799206,4.367686478,0.702487749,BSC
-3.439603706,4.466966396,0.783919151,BSC
1.151268248,-9.255250359,0.789107913,BSC
1.598378797,-8.826598543,0.967182756,BSC
-3.86527714,4.520211119,0.98293633,BSC
-3.39372487,4.553068743,0.985555466,BSC
1.669253844,-8.817664153,1.002174546,BSC
1.530750297,-8.841090152,1.010658213,BSC
1.274878887,-9.211103735,1.018670496,BSC
1.489951142,-8.883229674,1.058479067,BSC
1.739474266,-8.813275291,1.094338798,BSC
1.481074479,-8.958681502,1.111739096,BSC
1.459171502,-9.033453454,1.150421161,BSC
1.405904694,-9.107207325,1.154518608,BSC
1.353829157,-9.179311748,1.158524419,BSC
1.787409746,-8.818826818,1.234947906,BSC
-3.364325661,4.632866848,1.254348813,BSC
1.802432736,-8.838857368,1.445269929,BSC
-3.345034973,4.701733108,1.512989566,BSC
-9.126689199,8.486987203,1.51618389,BSC
-9.536686067,8.155194365,1.555797504,BSC
1.825510828,-8.840115144,1.655476117,BSC
-4.026965478,4.970612757,1.73466501,BSC
-3.355599013,4.736946698,1.734835334,BSC
1.857107231,-8.822060151,1.867623535,BSC
-9.734997799,7.69400336,1.883242968,BSC
-3.366543587,4.773428739,1.964672344,BSC
1.844263998,-8.815706732,2.074699746,BSC
-8.185685318,8.493781591,2.199006009,BSC
1.788124745,-8.824343714,2.199933453,BSC
0.978426647,-8.961166329,2.322281239,BSC
1.730494823,-8.839007982,2.327078347,BSC
1.050570934,-8.99087295,2.330768928,BSC
1.127019475,-9.019114068,2.34652639,BSC
-3.661137101,4.983315153,2.35591386,BSC
0.913812015,-8.917962486,2.36083842,BSC
1.21399673,-9.043964774,2.37966055,BSC
1.301324417,-9.068915604,2.412928207,BSC
-9.723735442,7.340329861,2.427695538,BSC
1.682621889,-8.858955021,2.430803029,BSC
0.857328177,-8.856771905,2.459685159,BSC
1.362377919,-9.00074206,2.473287474,BSC
1.630948947,-8.878973317,2.528913659,BSC
1.424660076,-8.92956236,2.535569584,BSC
1.524619129,-8.8992265,2.53904025,BSC
0.82360536,-8.796018015,2.60418607,BSC
-4.188693583,5.52767596,2.655616215,BSC
-7.242045045,8.500595014,2.883741177,BSC
-4.19955697,5.345065957,2.906953159,BSC
0.82360536,-8.71012958,2.907322227,BSC
-9.593482213,7.046502303,3.097137612,BSC
0.840458136,-8.632154326,3.157559882,BSC
0.875024565,-8.580304662,3.289344342,BSC
-6.132366957,7.093968578,3.295896905,BSC
-4.262875851,5.966939854,3.318350819,BSC
-6.336543219,7.207836098,3.319455809,BSC
-6.553208758,7.328668793,3.344455789,BSC
-4.702373843,5.690621542,3.38701631,BSC
-6.743398422,7.381120323,3.424728598,BSC
0.910823947,-8.526605569,3.425829429,BSC
-0.41180268,-8.679596889,3.4380736,BSC
-0.41180268,-8.527208564,3.4380736,BSC
-6.423732594,8.345035158,3.465395846,BSC
-0.377229999,-8.822642569,3.477360745,BSC
-0.433034612,-8.415980176,3.520878173,BSC
-6.92930254,7.405581371,3.53235726,BSC
-5.722340483,6.932951727,3.587877152,BSC
-4.773363503,5.171796898,3.601650686,BSC
-0.264947502,-8.985962668,3.604954513,BSC
-7.003171217,7.406254403,3.62760985,BSC
-9.487852413,6.808220714,3.640026519,BSC
-4.78412684,4.71540907,3.646874489,BSC
-5.091673832,5.980688202,3.657999533,BSC
-0.472979301,-8.340084982,3.676662528,BSC
0.972997881,-8.43576323,3.684999834,BSC
-4.783197347,5.515983542,3.695072691,BSC
0.961488624,-8.460282919,3.707517936,BSC
-7.038294206,7.396219368,3.732978819,BSC
-0.035368542,-9.047321447,3.752078764,BSC
-4.809998039,4.172112668,3.793478298,BSC
-7.02271326,7.320539574,3.815317827,BSC
-0.496866776,-8.25889972,3.821083829,BSC
-4.280847174,6.335352171,3.821548202,BSC
0.896376437,-8.599000001,3.834911288,BSC
-5.29747773,6.768365293,3.901739778,BSC
-0.387690699,-8.101200963,3.918129166,BSC
-6.96986681,7.171608087,3.921011027,BSC
-5.477389393,6.268084112,3.926487715,BSC
-5.742007044,8.004172087,3.934082384,BSC
0.380035132,-8.968394455,3.939010379,BSC
0.828884869,-8.742786194,3.96695995,BSC
-4.851927507,5.658875622,4.003164788,BSC
-0.279888044,-7.945486035,4.013953685,BSC
-4.842748771,3.654349933,4.040545387,BSC
-6.84586767,6.884748634,4.071692053,BSC
0.748142846,-8.898453728,4.104658817,BSC
-5.015316078,6.662052172,4.141576379,BSC
-4.322388778,6.631680549,4.169244382,BSC
-5.911959508,6.683935986,4.21806179,BSC
-0.058469045,-7.718621507,4.23470164,BSC
-6.650960195,6.460825327,4.266599376,BSC
-5.206015983,7.701288447,4.271395101,BSC
-4.418032609,6.93165503,4.408354368,BSC
-4.812922426,6.598335557,4.445166837,BSC
-4.842914873,7.439048892,4.448910951,BSC
-6.432234158,6.055980706,4.489734959,BSC
-4.890968496,3.152864388,4.498633129,BSC
-6.359730128,7.13942658,4.515288827,BSC
-5.995907906,5.913249181,4.534531559,BSC
-9.214737489,6.327114161,4.542084268,BSC
0.26733529,-7.406982592,4.565227849,BSC
-4.990823693,5.572892286,4.568670541,BSC
-4.49790281,7.182157564,4.608030211,BSC
-5.318133296,5.902361243,4.684240788,BSC
-4.641655642,6.544418156,4.702066997,BSC
0.432841164,-7.254451999,4.739521538,BSC
-6.186074441,5.657032219,4.744382982,BSC
-6.754086435,7.659203596,4.753094176,BSC
-5.235972655,12.23905855,4.818734386,BSC
-7.014539599,8.368844195,4.836137151,BSC
0.237528723,-6.81448945,4.862357829,BSC
-7.062173134,14.54825908,4.864734364,BSC
0.528962646,-7.188914718,4.866227083,BSC
0.182456802,-6.73256208,4.880956861,BSC
0.042386932,-6.618368557,4.892330904,BSC
0.27195244,-6.838586032,4.893339185,BSC
0.042224507,-6.650437791,4.895923332,BSC
-4.318276407,5.886299296,4.90509268,BSC
0.051830623,-6.575871778,4.911218273,BSC
0.123852682,-6.637893759,4.912512952,BSC
0.049215687,-6.67490694,4.916896857,BSC
-7.274468818,9.077057233,4.919013071,BSC
0.089540153,-6.589030843,4.9224787,BSC
0.066383532,-6.561242922,4.9224787,BSC
-3.824846697,10.32667836,4.92397521,BSC
0.309912591,-6.865158115,4.927503332,BSC
0.056309515,-6.699735358,4.938178327,BSC
-4.51436577,6.532850159,4.960022067,BSC
0.351873422,-6.881983292,4.97664833,BSC
-4.872177581,2.757648632,4.987271375,BSC
0.626605075,-7.1251445,4.991451658,BSC
-5.94302596,5.280448714,5.011130151,BSC
0.685582154,-7.1251445,5.019205518,BSC
-6.40810288,8.942674541,5.028175154,BSC
-7.467197548,10.03876397,5.048920464,BSC
-6.762186319,9.642323381,5.048936405,BSC
0.751671984,-7.1251445,5.050306547,BSC
0.023528204,-6.836102117,5.073969665,BSC
0.432209792,-6.899835808,5.083763655,BSC
0.793928035,-7.092782387,5.089862869,BSC
-7.105855514,10.406891,5.133888452,BSC
-5.130164881,5.486633471,5.135988086,BSC
-3.889046049,5.87739343,5.141644747,BSC
0.814127919,-7.017032535,5.145412883,BSC
-6.029119964,8.393149476,5.157029449,BSC
-4.168888663,4.753717404,5.159297096,BSC
0.495382712,-6.913874225,5.167994344,BSC
-7.631149786,11.0732243,5.193354597,BSC
0.78161719,-6.981492,5.193575017,BSC
-4.230711426,4.630072022,5.193642996,BSC
-7.412335426,11.08601582,5.209999722,BSC
-4.454347992,6.582276675,5.210684626,BSC
0.559685324,-6.943243755,5.212603568,BSC
-4.292237913,4.507019189,5.227824299,BSC
0.701624547,-6.981492,5.235676371,BSC
-0.018655349,-7.000617772,5.238485628,BSC
-8.817238934,16.40300333,5.241113199,BSC
-7.557580589,11.3988512,5.247241991,BSC
0.626576544,-6.9744596,5.2571977,BSC
-4.212138136,4.942956211,5.280343204,BSC
-5.655644862,7.851610741,5.284011086,BSC
-7.703771011,11.71372252,5.284726635,BSC
-3.24730342,9.239140542,5.302249256,BSC
-4.381486136,4.40202297,5.321590482,BSC
-5.680122419,4.928257127,5.348440207,BSC
-0.068113133,-7.147710331,5.380158966,BSC
-5.198060954,7.388268217,5.383026739,BSC
-3.804761183,5.872435503,5.414330898,BSC
-8.842202486,5.765954187,5.419191808,BSC
-4.403315416,6.624303596,5.42382074,BSC
-4.279166923,5.140099342,5.434114708,BSC
-4.715605382,6.952501825,5.472514251,BSC
-0.122598461,-7.276493848,5.49903586,BSC
-4.509003494,4.324601707,5.499204029,BSC
-4.720434875,2.553994031,5.558303211,BSC
-5.359499789,5.671881648,5.567707076,BSC
-5.399953021,5.686231203,5.57028285,BSC
-5.31487777,5.66196562,5.57266509,BSC
-5.429121584,5.711753553,5.592159215,BSC
-3.704818464,5.839212825,5.601794814,BSC
-5.458266586,5.737255287,5.614017909,BSC
-0.193813064,-7.373467346,5.61578655,BSC
-5.245573935,5.659893,5.616038195,BSC
-4.380515939,5.309143653,5.618871357,BSC
-5.474153553,5.754779581,5.636078116,BSC
-5.48300826,5.768061872,5.658215391,BSC
-5.539396584,5.841525679,5.66205752,BSC
-5.505628568,5.798109817,5.666881595,BSC
-5.167165122,5.659893,5.671385649,BSC
-7.594620659,7.372722447,5.672732978,BSC
-5.472450968,4.654532683,5.674042563,BSC
-2.661843807,8.136695939,5.685708271,BSC
-5.569978072,5.885693987,5.687667066,BSC
-5.124527503,5.652085338,5.699033398,BSC
-4.63198326,4.267042058,5.700245776,BSC
-5.093924897,5.638969662,5.716520602,BSC
-5.591266119,5.919754683,5.72598546,BSC
-0.276085578,-7.450900344,5.731936097,BSC
-5.07229112,5.628884504,5.73376316,BSC
-3.598203958,5.790347978,5.735063016,BSC
-5.612153747,5.954632993,5.753375323,BSC
-5.05619069,5.618150996,5.765964021,BSC
-5.630875491,5.987395923,5.767416655,BSC
-5.634361457,6.015287457,5.776940551,BSC
-5.619342333,6.040318982,5.781946856,BSC
-5.043080059,5.61980259,5.792185281,BSC
-5.600886592,6.050317322,5.797737764,BSC
-5.017338139,5.834752018,5.807259928,BSC
-5.032045703,5.641871609,5.814253994,BSC
-5.048748287,5.843726373,5.82072146,BSC
-4.515380419,5.422255926,5.823343561,BSC
-5.578799715,6.045899992,5.824241924,BSC
-4.986694264,5.797742152,5.825520703,BSC
-5.429944238,6.033902048,5.829495814,BSC
-5.491029706,6.042965,5.829669645,BSC
-5.081892992,5.854521777,5.834131079,BSC
-10.45647687,17.8681986,5.836095776,BSC
-5.021079637,5.663804047,5.836186126,BSC
-5.545121469,6.042965,5.838684845,BSC
-5.123620799,5.875385549,5.84664943,BSC
-5.159746845,5.566556767,5.855698098,BSC
-4.956392839,5.750125699,5.855822083,BSC
-5.163552788,5.895351419,5.858629035,BSC
-0.333806406,-7.493160284,5.859595134,BSC
-5.343475634,5.993210915,5.860014164,BSC
-5.215202591,5.924820201,5.868293695,BSC
-4.951106953,5.731667877,5.872951263,BSC
-5.268930196,5.95616133,5.87724821,BSC
-4.970530376,5.741379487,5.877807119,BSC
-5.003639316,5.68772923,5.878370461,BSC
-3.480627078,5.723376937,5.882034186,BSC
-4.987565863,5.742270878,5.90685181,BSC
-4.984049295,5.712216757,5.927345513,BSC
-4.994691977,5.738707877,5.93179334,BSC
-5.013512194,5.729297828,5.959212953,BSC
-5.127848384,5.68436649,5.96351266,BSC
-4.972459592,5.717354,5.963799853,BSC
-4.751599491,4.25268814,5.968185973,BSC
-8.359301917,5.182033786,5.968499553,BSC
-5.101412423,5.69496027,5.975855904,BSC
-4.088784358,3.579766341,5.976845428,BSC
-5.040527279,5.715790333,5.981725446,BSC
-5.069870255,5.703972344,5.989374016,BSC
-0.377461138,-7.514987637,5.994924673,BSC
-4.962881893,5.717354,5.997322025,BSC
-5.382455845,4.550327491,6.005604401,BSC
-3.358786011,5.642149205,6.034335587,BSC
-4.951577506,5.729631885,6.038422059,BSC
-4.653386049,5.523270819,6.040278773,BSC
-4.939448777,5.745803383,6.082893913,BSC
-0.43752914,-7.53657954,6.11160337,BSC
-7.744340942,4.571992597,6.121009851,BSC
-4.570880477,2.35327637,6.121100095,BSC
-4.08108942,4.126107303,6.134591767,BSC
-4.93031483,5.736513596,6.141334628,BSC
-3.258345849,5.526403143,6.146078451,BSC
-2.044541746,3.603225589,6.153012549,BSC
-0.517082377,-7.557332544,6.201533199,BSC
-7.228933677,4.096208298,6.202758328,BSC
-6.804778333,3.746389431,6.215876613,BSC
-4.883220574,4.273175731,6.22014515,BSC
-4.925930657,5.688287603,6.220249923,BSC
-3.170519362,5.390272393,6.233904938,BSC
-1.922897762,3.40151079,6.234599743,BSC
-4.788252462,5.583211439,6.272548488,BSC
-0.52218267,-7.296896244,6.282339682,BSC
-6.443497737,3.464433821,6.28944736,BSC
-0.596587252,-7.578072932,6.291408359,BSC
-4.920217035,5.644284878,6.292939736,BSC
-4.073119551,4.691968455,6.297974217,BSC
-3.89730526,3.117698885,6.304421964,BSC
-2.98238766,5.21537701,6.311202219,BSC
-0.44904218,-7.18100353,6.314444263,BSC
-4.912067382,5.622552413,6.330971451,BSC
-0.625980328,-7.556927618,6.359059375,BSC
-0.582691822,-7.413259914,6.361466929,BSC
-1.892224696,3.618085782,6.364770601,BSC
-5.359029177,4.524501363,6.369810186,BSC
-1.747518232,3.161517737,6.373057383,BSC
-2.670192671,4.992380515,6.375623354,BSC
-1.821719212,2.051873419,6.37781242,BSC
-0.371857256,-7.065226103,6.381981036,BSC
-4.899964855,5.590278922,6.387449912,BSC
-0.631083565,-7.516101724,6.41519498,BSC
-2.398955403,4.766821696,6.416463295,BSC
-0.327452184,-6.995257275,6.417474206,BSC
-2.167313581,4.539812707,6.434994677,BSC
-4.890582523,5.545209406,6.438620939,BSC
-0.291770569,-6.93727465,6.44423535,BSC
-5.053840452,4.384600814,6.446477606,BSC
-0.221237625,-6.863911086,6.493418539,BSC
-1.959854419,4.244370176,6.493615349,BSC
-4.882565906,5.473059855,6.494737257,BSC
-4.925999464,5.644432319,6.509779211,BSC
-6.191980832,3.315576919,6.525565281,BSC
-1.662740214,2.031360014,6.541919877,BSC
-4.875048807,5.405405966,6.547356948,BSC
-0.126006038,-6.778703993,6.558576892,BSC
-1.59484599,3.00678815,6.56132592,BSC
-1.738961578,3.633038274,6.57784392,BSC
-1.780066642,3.86113825,6.602434355,BSC
-4.863197351,5.348131451,6.607522564,BSC
-0.073967361,-6.745420199,6.625981925,BSC
-4.852102685,5.29635642,6.66299601,BSC
-3.693601559,2.666007803,6.663117807,BSC
-5.219551857,4.492820367,6.666298823,BSC
-6.020529833,3.298141019,6.677538175,BSC
-2.925851916,7.286640854,6.683558902,BSC
-1.538571746,1.97910482,6.6907761,BSC
-0.041853174,-6.736244675,6.694798235,BSC
-5.961867483,3.483153188,6.709125594,BSC
-4.086931228,5.289461486,6.731145659,BSC
-4.870200807,5.263999115,6.734748845,BSC
-12.0537791,18.93223402,6.748434123,BSC
-5.939550043,3.732891633,6.757299381,BSC
-5.098271952,5.646479603,6.770888396,BSC
-1.444722535,2.875430206,6.772436969,BSC
-0.037189671,-6.718396558,6.776493718,BSC
-1.466606725,1.907139755,6.80084025,BSC
-5.346231387,4.599235368,6.813880796,BSC
-4.931232388,5.255861529,6.836468147,BSC
-1.62402822,1.844685603,6.838651353,BSC
-6.023748664,4.183602712,6.856356704,BSC
-0.050882962,-6.695574422,6.863217835,BSC
-5.546678568,4.747335081,6.866299146,BSC
-5.432769666,4.706135861,6.885147613,BSC
-0.252024327,-5.485094084,6.90790505,BSC
-5.484701955,4.803802627,6.919124591,BSC
-4.985936003,5.248567675,6.927640838,BSC
-5.514920609,4.903092786,6.927758473,BSC
-5.089686235,5.832786352,6.929957722,BSC
-5.53126739,4.996498315,6.936359126,BSC
-5.289375034,5.223904623,6.938152638,BSC
-0.282881038,-5.265240062,6.938761692,BSC
-0.05209841,-6.633668134,6.939733446,BSC
-5.384266823,5.195161376,6.940521918,BSC
-5.055338858,5.2480903,6.945223717,BSC
-5.516575387,5.08954917,6.946153982,BSC
-5.240868871,5.232464498,6.946712544,BSC
-5.47898981,5.162008281,6.949994267,BSC
-6.217355969,4.771562785,6.951023192,BSC
-5.119314845,5.2480903,6.956513569,BSC
-5.180707476,5.243081172,6.957329254,BSC
-0.313917652,-5.044104221,6.969798238,BSC
-1.28469692,2.617161038,6.970276336,BSC
-0.204595493,-5.643904922,6.973497992,BSC
-0.309943351,-4.885579202,6.994026395,BSC
-4.162345358,2.246513877,6.999122105,BSC
-0.041676652,-6.534661285,7.007474771,BSC
-0.284668958,-4.764262167,7.014245787,BSC
-6.582789098,5.523569592,7.023505879,BSC
-5.283681368,5.6283907,7.042219442,BSC
-0.04139108,-6.431723122,7.047879172,BSC
-0.257521661,-4.698613419,7.048087179,BSC
-0.156070608,-5.793890923,7.048490809,BSC
-0.11384393,-5.972373792,7.073644754,BSC
-0.23870006,-4.668498764,7.074437556,BSC
-0.046065231,-6.324217691,7.075924164,BSC
-0.291130251,-4.660839425,7.079565134,BSC
-0.317965652,-4.669658913,7.079971316,BSC
-0.07217642,-6.168211081,7.081978424,BSC
-0.238473816,-4.654328,7.098344361,BSC
-0.270787486,-4.656770792,7.108045188,BSC
-1.294411017,1.678735371,7.109764463,BSC
-7.136134049,7.659635529,7.11390064,BSC
-0.252808509,-4.654328,7.117457428,BSC
-7.085953072,6.559005909,7.123307112,BSC
-7.198958307,7.186036545,7.138064138,BSC
-0.368304887,-4.694828514,7.175616013,BSC
-1.107650817,2.277822463,7.176830269,BSC
-3.630503318,2.42354669,7.204660876,BSC
-6.816581444,8.004655325,7.218110266,BSC
-0.388386382,-4.892156838,7.224635208,BSC
-0.371864821,-4.906586296,7.22743504,BSC
-0.431612112,-4.859737627,7.235441574,BSC
-0.409606648,-4.719169775,7.245337974,BSC
-0.367220247,-4.915875492,7.246013288,BSC
-0.454725066,-4.829711315,7.251603847,BSC
-0.235327706,-4.858183212,7.253861759,BSC
-0.133492423,-4.802116817,7.254306005,BSC
-0.336260829,-4.908649782,7.258067215,BSC
-0.433708952,-4.743272101,7.262553895,BSC
-0.464028902,-4.797147871,7.274863449,BSC
-0.463364586,-4.772927761,7.283736479,BSC
-5.451847966,5.570973078,7.335500281,BSC
-4.11434882,5.920066679,7.338902715,BSC
-0.121513926,-4.690317459,7.350133835,BSC
-5.733652556,4.969366758,7.361001104,BSC
-6.367288614,8.290143588,7.386595108,BSC
-0.108695778,-4.570681362,7.452678858,BSC
-0.953967212,1.754247336,7.535401676,BSC
-5.98809154,8.364175895,7.557959861,BSC
-5.137940328,7.977550219,7.577970638,BSC
-0.075610207,-4.459122837,7.586530803,BSC
-9.621929836,9.687002263,7.598213964,BSC
-4.896139292,7.729587236,7.609484708,BSC
-5.610534506,5.489362955,7.643805476,BSC
-1.23055487,1.511390541,7.644114435,BSC
-5.384688934,8.160484287,7.692836505,BSC
-5.874844232,5.106734647,7.704594079,BSC
-4.226453681,6.48505656,7.715957194,BSC
-5.652919444,8.308313295,7.730624217,BSC
-0.034908162,-4.349227527,7.733058138,BSC
-0.954894216,1.184010978,7.75484596,BSC
-5.043342908,6.081088229,7.768958839,BSC
-3.606715782,2.237210995,7.807278607,BSC
-4.645561045,7.390842751,7.813659621,BSC
-0.024984496,-4.284684879,7.868548095,BSC
-4.420056032,6.994536242,7.878990626,BSC
-5.757094051,5.422698214,7.917001268,BSC
-3.722636476,2.146382123,7.92207501,BSC
-5.972696891,5.193296807,7.934171644,BSC
-0.804893221,1.125341565,7.977964654,BSC
-0.065527677,-4.294820562,7.985109714,BSC
-0.996073648,1.372058446,8.020532617,BSC
-0.079740908,-4.241933187,8.070318866,BSC
-0.798946189,0.856860508,8.073701164,BSC
-0.876355699,1.37666293,8.080391486,BSC
-0.776098372,0.792279668,8.085702473,BSC
-0.729002474,0.610585305,8.097545213,BSC
-0.702914527,0.527416689,8.117324446,BSC
-0.878771264,0.033452672,8.122994253,BSC
-0.066185389,-4.119933406,8.12454086,BSC
-0.878124364,-0.033323159,8.128126658,BSC
-0.710124787,0.648340708,8.130580869,BSC
-0.721113876,0.70522088,8.131522863,BSC
-3.86504335,6.675280367,8.136647345,BSC
-0.854648706,-0.155044884,8.137972849,BSC
-0.748874716,0.871881941,8.138794352,BSC
-0.773093899,1.363042216,8.141811112,BSC
-0.831342008,0.065072163,8.148289862,BSC
-6.045181489,5.243856019,8.152931513,BSC
-0.83982498,-0.124284144,8.156851259,BSC
-0.83520585,-0.159905598,8.157415583,BSC
-0.11828913,-4.014965337,8.159439,BSC
-0.213514644,-3.973562969,8.159439,BSC
-0.783693304,0.096837952,8.173702509,BSC
-0.834846937,-0.172174866,8.176720409,BSC
-0.640129589,0.406676392,8.180109151,BSC
-5.906740946,5.364770345,8.182504003,BSC
-0.699639535,0.942658652,8.192916812,BSC
-0.822465227,-0.070078004,8.19964622,BSC
-0.310744798,-3.878174051,8.209682982,BSC
-0.665803874,1.321059235,8.221112586,BSC
-0.652703476,1.097908772,8.229021456,BSC
-0.799954548,-0.130106458,8.237163979,BSC
-0.789804958,-0.203704237,8.253291412,BSC
-0.606216565,1.251673245,8.264780601,BSC
-0.776975766,-0.191383187,8.27546191,BSC
-0.692400211,0.080699017,8.27586517,BSC
-5.032868676,6.328979501,8.299655318,BSC
-0.576771002,0.255546527,8.301299181,BSC
-0.383715287,-3.729060412,8.320725286,BSC
-6.084174636,5.253604255,8.333275531,BSC
-0.785507188,-0.117835213,8.337439908,BSC
-6.01175994,5.316777455,8.341937121,BSC
-6.067822046,5.27940275,8.383984054,BSC
-0.455928095,-3.581495078,8.430614595,BSC
-0.516138165,0.089816789,8.458944764,BSC
-0.543114412,0.001079918,8.47988933,BSC
-0.744955934,-0.171903551,8.486128486,BSC
-0.384696474,-1.257485286,8.507453425,BSC
-0.505958559,-3.455711365,8.538433272,BSC
-0.761908396,-0.265939754,8.545274565,BSC
-0.409695241,-1.302483082,8.557450918,BSC
-0.439801374,-1.349110199,8.568025055,BSC
-13.41860226,18.69803304,8.573582788,BSC
-0.792010405,-0.369146617,8.583977024,BSC
-0.810113395,-0.434449242,8.605634458,BSC
-0.430390069,-1.340186769,8.610165126,BSC
-0.819745852,-0.472979104,8.615266613,BSC
-0.525030094,-3.360353713,8.64332653,BSC
-0.427026114,-1.336822814,8.670716176,BSC
-0.780324871,-0.554139376,8.686451231,BSC
-0.554856106,-1.540868035,8.697461227,BSC
